timestamp,tag_name,value,quality
2026-02-23T01:06:56.792610,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:06:56.792648,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:06:56.792659,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:06.816866,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:06.816886,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:06.816891,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:16.826931,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:16.826949,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:16.826953,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:26.843397,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:26.843415,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:26.843436,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:36.847932,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:36.847953,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:36.847958,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:46.854185,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:46.854204,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:46.854209,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:07:56.859965,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:07:56.859988,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:07:56.859994,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:06.866104,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:06.866135,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:06.866157,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:16.871641,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:16.871667,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:16.871687,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:26.876303,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:26.876335,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:26.876341,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:36.880452,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:36.880482,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:36.880491,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:46.884888,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:46.884915,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:46.884920,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:08:56.889579,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:08:56.889596,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:08:56.889600,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:09:06.894416,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:09:06.894433,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:09:06.894438,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:09:16.899008,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:09:16.899030,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:09:16.899035,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:10:17.987565,A床燃烧室温度,39.973960876464844,GOOD
2026-02-23T01:10:17.987594,G4F7差压,0.6329572200775146,GOOD
2026-02-23T01:10:17.987601,压缩空气压力,0.6728876829147339,GOOD
2026-02-23T01:10:27.992344,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:10:27.992361,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:10:27.992366,压缩空气压力,0.6768301725387573,GOOD
2026-02-23T01:10:38.012755,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:10:38.012771,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:10:38.012775,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:10:48.019588,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:10:48.019606,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:10:48.019610,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:10:58.023636,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:10:58.023654,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:10:58.023659,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:08.031026,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:08.031046,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:08.031050,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:18.035355,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:18.035371,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:18.035375,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:28.039682,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:28.039739,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:28.039745,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:38.044722,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:38.044738,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:38.044742,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:48.050498,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:48.050537,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:48.050544,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:11:58.057012,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:11:58.057031,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:11:58.057035,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:12:08.060316,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:12:08.060330,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:12:08.060334,压缩空气压力,0.6771918535232544,GOOD
2026-02-23T01:12:18.067645,A床燃烧室温度,31.68402862548828,GOOD
2026-02-23T01:12:18.067667,G4F7差压,0.45211225748062134,GOOD
2026-02-23T01:12:18.067672,压缩空气压力,0.6771918535232544,GOOD
